Date,Open,High,Low,Close,Volume,Currency,Price Movement
31-03-2020,166.1513824,169.2254333,163.8847351,165.4046021,2000505849,USD,Decrease
01-04-2020,165.4046021,168.0016937,159.2752533,168.0016937,2007741934,USD,Increase
02-04-2020,168.043869,184.6670837,166.3667908,175.1549988,2650862690,USD,Increase
03-04-2020,175.4034729,183.3143311,173.0881195,178.6085358,2464900634,USD,Increase
04-04-2020,178.7207489,179.4510345,174.9463196,179.2720947,1812315893,USD,Increase
05-04-2020,179.2337189,179.613205,171.673645,174.8638916,1703432611,USD,Decrease
06-04-2020,174.8143463,192.7469025,174.5856781,190.9978485,2826496191,USD,Increase
07-04-2020,190.7514496,194.5885162,184.3646851,184.8280029,2619485002,USD,Decrease
08-04-2020,184.9521637,220.6713409,184.5521851,217.0862274,4032521456,USD,Increase
09-04-2020,217.3045959,224.9216461,210.8270721,214.7508087,3289157637,USD,Decrease
10-04-2020,214.4760132,214.6452332,182.000946,186.516037,3313739192,USD,Decrease
11-04-2020,186.516037,189.763092,181.138031,186.0516663,2058158008,USD,Decrease
12-04-2020,186.1366577,199.9821777,183.4742889,192.9704285,2627340894,USD,Increase
13-04-2020,192.9614258,192.9614258,183.805954,188.002655,2913393576,USD,Decrease
14-04-2020,188.049118,193.3347473,186.9862213,188.5596924,2038128781,USD,Increase
15-04-2020,188.806427,191.3977661,182.1417084,182.1569977,1702846496,USD,Decrease
16-04-2020,181.8773956,196.8838501,174.9185944,194.6972656,2708612989,USD,Increase
18-04-2020,194.4255676,207.6184845,194.1264191,203.5212402,1968129250,USD,Increase
19-04-2020,203.4915619,206.6005859,195.7477112,195.7714844,2209872071,USD,Decrease
20-04-2020,195.625412,199.1248932,184.0813904,185.1521912,2092656480,USD,Decrease
21-04-2020,184.9117126,187.3530731,180.5256195,184.0163269,2037607362,USD,Decrease
22-04-2020,183.9962006,194.544693,182.7266846,192.2945404,1914479024,USD,Increase
23-04-2020,192.3762207,197.6915436,188.6274567,193.8011322,2202065564,USD,Increase
24-04-2020,193.9692993,197.3712006,193.5709076,194.6625366,1861647465,USD,Increase
25-04-2020,194.7056122,198.9781952,192.607666,195.0278931,2012652584,USD,Increase
26-04-2020,195.0476837,198.8195343,194.7232513,195.746582,1884017120,USD,Increase
27-04-2020,195.8610382,197.4573212,190.9298859,194.0160675,1995756051,USD,Decrease
28-04-2020,194.1386414,196.6969757,191.3695374,195.5884094,1826791904,USD,Increase
29-04-2020,195.6727753,210.1376648,194.6960602,208.3136749,2573912361,USD,Increase
30-04-2020,208.2487183,226.7825165,206.2398834,208.3015442,3468080646,USD,Increase
01-05-2020,208.3015442,216.5349884,208.0306549,213.3973389,2237282636,USD,Increase
02-05-2020,213.3649597,215.434082,210.1459656,213.4441376,1995753725,USD,Increase
03-05-2020,213.4020386,218.085083,206.4021759,208.6157379,2295262059,USD,Decrease
04-05-2020,208.5405884,209.8447113,197.303772,205.4835663,2421080578,USD,Decrease
05-05-2020,205.6196747,212.5158386,204.1627502,207.2216949,2290882102,USD,Increase
06-05-2020,207.0365906,211.1270447,204.7730103,204.9256134,2228243539,USD,Decrease
07-05-2020,204.9256134,211.5690918,202.0650024,209.9542847,2359927019,USD,Increase
08-05-2020,209.9542847,215.0208588,207.8944092,210.5623322,2442133916,USD,Increase
09-05-2020,210.4675903,216.9894714,208.9997864,211.0302734,2571411486,USD,Increase
10-05-2020,211.1012115,211.1658936,178.9636078,185.8956604,2589962087,USD,Decrease
11-05-2020,185.9377289,188.4732208,174.8803253,188.141449,2495720772,USD,Increase
12-05-2020,188.2331238,193.1651001,184.6625061,186.5256805,1992227197,USD,Decrease
13-05-2020,186.5957642,192.2288666,185.2434082,190.3309937,1699205196,USD,Increase
14-05-2020,190.0864563,194.6426086,188.9602814,193.1481323,1942907274,USD,Increase
15-05-2020,193.1479492,193.7092285,186.0820465,187.6752625,1801930340,USD,Decrease
16-05-2020,187.5485992,190.6448822,186.2801819,188.5439606,1506851155,USD,Increase
17-05-2020,188.5155487,194.0945587,188.2960968,191.7267151,1429176120,USD,Increase
18-05-2020,191.7663727,206.7064056,191.6645966,203.4309692,2052354763,USD,Increase
19-05-2020,203.865387,204.3088379,197.7267914,200.7756805,1744879416,USD,Decrease
20-05-2020,200.6829376,203.2161407,194.9132843,197.0551605,1595072264,USD,Decrease
21-05-2020,197.0335388,203.4052124,188.9240417,193.4507141,1798266241,USD,Decrease
22-05-2020,193.3137207,196.6561279,191.6505737,194.9689636,1324261581,USD,Increase
23-05-2020,195.0005493,196.9250183,192.1710815,193.9564972,1072106099,USD,Decrease
24-05-2020,193.9066925,195.0860291,184.9257507,184.9357147,1213807485,USD,Decrease
25-05-2020,184.7511139,186.0110016,181.8915405,184.1260834,1118755233,USD,Decrease
26-05-2020,185.3426208,185.5651093,179.1270142,180.85849,1195119871,USD,Decrease
27-05-2020,180.85849,188.8737335,180.5393372,188.8737335,1539575067,USD,Increase
28-05-2020,188.9251556,192.8539276,186.1374359,192.4654541,1456179939,USD,Increase
29-05-2020,192.5509796,194.1390228,188.698349,190.4772339,1548696159,USD,Decrease
30-05-2020,190.4453735,202.0554199,188.0552826,201.839325,2107345837,USD,Increase
31-05-2020,201.8330994,201.8489685,192.2732697,193.1362152,1643498359,USD,Decrease
01-06-2020,193.1296082,203.1520233,192.7438049,202.7431946,1704571261,USD,Increase
02-06-2020,202.6576385,207.6594391,193.7585907,195.6710663,2070978112,USD,Decrease
03-06-2020,195.7144012,196.1913757,193.5715942,195.9363708,1453121618,USD,Increase
04-06-2020,195.938736,198.9364777,194.1682281,197.6174469,1439365836,USD,Increase
05-06-2020,197.602356,199.1807251,195.6465912,196.7970428,1351691438,USD,Decrease
06-06-2020,196.7970428,196.7970428,193.4805298,194.3320618,1192456208,USD,Decrease
07-06-2020,194.3320618,195.2422485,188.610733,194.0688934,1370911213,USD,Decrease
08-06-2020,194.0335083,194.2002869,189.9596252,191.9321136,1155709978,USD,Decrease
09-06-2020,191.9490051,192.805191,189.521698,191.1279449,1190330474,USD,Decrease
10-06-2020,191.1316986,196.1302185,190.6763611,194.1554565,1397632297,USD,Increase
11-06-2020,194.1867676,194.820816,180.7592926,181.6456909,1415523960,USD,Decrease
12-06-2020,181.5794525,185.0368805,180.5525665,183.0933533,1170656232,USD,Increase
13-06-2020,183.1508789,183.3468628,181.481781,182.8895264,884987750,USD,Decrease
14-06-2020,182.8973541,184.2130432,179.3087463,180.0165405,897770498,USD,Decrease
15-06-2020,180.0165405,180.1427765,168.8735504,175.6608887,1175534897,USD,Decrease
16-06-2020,175.6501007,177.6431885,174.0672302,176.1617584,1039083053,USD,Increase
17-06-2020,176.1534424,177.9884644,173.6261597,177.8353271,900627312,USD,Increase
18-06-2020,177.84758,177.8897095,173.8656158,175.2655029,884757053,USD,Decrease
19-06-2020,175.3226013,175.4093781,171.7867889,173.0085449,1094218560,USD,Decrease
20-06-2020,172.2649384,175.5072021,170.3800201,173.3498077,1122555280,USD,Increase
21-06-2020,172.8345642,175.7463074,172.3673096,172.4931183,904961186,USD,Decrease
22-06-2020,172.45784,177.9963379,172.4262085,175.7101898,1233458039,USD,Increase
23-06-2020,176.9217682,181.3611755,174.8430328,180.5415344,962634733,USD,Increase
24-06-2020,180.7265015,182.298233,171.7845306,172.923172,987310377,USD,Decrease
25-06-2020,172.8362427,173.2484283,169.4843292,172.3644104,938923928,USD,Decrease
26-06-2020,172.3286133,173.0041199,168.3318481,169.246048,1019173317,USD,Decrease
27-06-2020,169.2783203,170.3695221,155.0158691,162.1251526,1124096210,USD,Decrease
28-06-2020,162.1251526,162.3105469,154.3537445,159.3730927,1069996720,USD,Decrease
29-06-2020,159.4202881,161.2744751,156.3744812,160.10495,1025204103,USD,Increase
30-06-2020,159.1283875,160.5755615,157.035965,158.1504517,939565958,USD,Decrease
01-07-2020,158.5061035,159.2425995,154.3806915,157.0987549,989072226,USD,Decrease
02-07-2020,157.0638428,158.0999298,153.6054993,155.8943329,876911589,USD,Decrease
03-07-2020,155.913208,156.9255219,154.1176147,155.2351685,878500995,USD,Decrease
04-07-2020,155.2114716,157.1562347,153.3540344,155.1634674,896022460,USD,Decrease
05-07-2020,155.5358734,156.3411713,151.9358215,153.7530975,878715915,USD,Decrease
06-07-2020,153.7530975,193.978241,153.4893036,191.8586121,1939468353,USD,Increase
07-07-2020,191.924881,193.9789734,181.9514465,184.3700562,1430074505,USD,Decrease
08-07-2020,184.4606934,190.697403,183.123703,188.9830017,1397988017,USD,Increase
09-07-2020,188.9830017,190.0441589,183.4488983,185.6792908,1136387373,USD,Decrease
10-07-2020,185.4853821,185.4853821,178.9439087,182.6650848,1188008038,USD,Decrease
11-07-2020,182.67659,183.5662994,181.1767883,182.8393097,879154454,USD,Increase
12-07-2020,182.8438416,187.0222778,182.8438416,185.911911,1021383727,USD,Increase
13-07-2020,185.911911,186.2996674,180.7036133,182.1134033,1108494832,USD,Decrease
14-07-2020,182.1134033,182.1634979,179.0263519,181.6050262,1032117613,USD,Decrease
15-07-2020,181.0773926,183.6146088,178.8080902,179.6746216,1097492089,USD,Decrease
16-07-2020,179.7787476,180.3852539,171.9833984,173.0960846,1074372007,USD,Decrease
17-07-2020,173.1398163,173.9674225,170.7777405,172.0478973,1049429000,USD,Decrease
18-07-2020,171.985733,174.3547821,171.4108276,172.7783661,1011992052,USD,Increase
19-07-2020,172.7503357,173.4355164,168.51828,171.9950562,1090383716,USD,Decrease
20-07-2020,172.1784973,172.9029694,168.5381622,169.3598938,1055569739,USD,Decrease
21-07-2020,169.3442535,179.1899109,169.0700836,177.3800201,1241046357,USD,Increase
22-07-2020,177.396286,181.7845917,175.2858887,181.7081604,1221707999,USD,Increase
23-07-2020,180.5139008,186.3875275,180.2689514,184.2590942,1376147916,USD,Increase
24-07-2020,184.202774,184.3725586,179.6382446,181.6177368,1267538795,USD,Decrease
25-07-2020,180.8120728,190.2700806,180.6600952,190.2700806,1380403936,USD,Increase
26-07-2020,190.6626129,194.7108154,186.9810181,190.035675,1563434752,USD,Decrease
27-07-2020,190.0249176,211.9714203,189.8391113,207.326828,1933897783,USD,Increase
28-07-2020,207.8995819,218.6703033,202.1135406,214.1475372,2072101867,USD,Increase
29-07-2020,214.3561249,219.1097412,211.7253418,213.3995361,1685108193,USD,Decrease
30-07-2020,213.5217285,218.2259827,209.9289093,215.3556671,1658274601,USD,Increase
31-07-2020,215.9699554,230.5309296,212.6087952,229.8368988,1925234096,USD,Increase
01-08-2020,229.8368988,244.1530762,227.4234314,243.3483582,2316011889,USD,Increase
02-08-2020,243.6712341,252.9751434,213.5570679,217.8161621,2677273031,USD,Decrease
03-08-2020,217.8362427,233.6489105,216.8149109,228.1217957,1809758255,USD,Increase
04-08-2020,228.1151123,232.9283142,219.3460999,224.6687469,1718721505,USD,Decrease
05-08-2020,224.7383575,235.3256683,223.5466919,234.1678925,1476218661,USD,Increase
06-08-2020,234.0984344,240.4734497,230.0618439,236.6023254,1556497463,USD,Increase
07-08-2020,236.5608673,241.6012726,223.5595856,228.9796906,1650015705,USD,Decrease
08-08-2020,229.019165,233.9087524,227.4375,232.7456818,1272232086,USD,Increase
09-08-2020,232.9802246,234.109314,220.6660461,224.0450592,1213167418,USD,Decrease
10-08-2020,224.1744232,229.7937317,224.0903015,225.9984741,1297276831,USD,Increase
11-08-2020,226.0097961,227.3799438,204.8817749,210.7623138,1151143154,USD,Decrease
12-08-2020,210.846283,212.606369,200.3822021,209.2909546,893247632,USD,Decrease
16-08-2020,223.8932037,228.1741028,214.2681122,222.8317108,969331160,USD,Decrease
17-08-2020,222.8317108,228.4413452,218.2718811,224.2457886,963973296,USD,Increase
18-08-2020,224.4947357,233.253067,217.2959747,217.2959747,989583762,USD,Decrease
19-08-2020,217.2700806,218.6451111,203.4865417,206.5181122,934541279,USD,Decrease
20-08-2020,206.4520721,209.7673798,205.2864075,208.9487762,652842403,USD,Increase
21-08-2020,208.91362,211.1702423,197.4655151,197.4655151,816282428,USD,Decrease
22-08-2020,197.3533325,197.4048462,190.6678467,196.6582794,749933578,USD,Decrease
23-08-2020,196.7014313,196.8655396,192.0960388,194.8611145,602797545,USD,Decrease
24-08-2020,194.7912598,206.7166748,193.916687,203.8320313,775166913,USD,Increase
25-08-2020,203.7830658,203.8136139,186.5130768,192.0808258,770117025,USD,Decrease
26-08-2020,192.1448059,193.8956146,188.1650543,191.4156342,621682357,USD,Decrease
27-08-2020,191.3303986,192.3856049,184.2450562,185.9521484,605773369,USD,Decrease
28-08-2020,185.9810638,193.1882019,184.5461731,191.7799377,611385861,USD,Increase
29-08-2020,191.7653198,192.437561,189.0932007,190.4440002,924063636,USD,Decrease
30-08-2020,190.3115692,196.9251404,189.6050873,196.5013733,1102059133,USD,Increase
31-08-2020,196.5825195,200.0428162,192.1357269,192.8454437,638195330,USD,Decrease
01-09-2020,192.7985535,207.1139679,189.8995667,203.6662445,896545578,USD,Increase
02-09-2020,203.8475037,204.9197235,178.7327271,183.57164,929037178,USD,Decrease
03-09-2020,183.5035858,184.8634491,149.8152924,152.3483276,917281229,USD,Decrease
04-09-2020,152.2518005,165.4846802,152.1353302,160.562439,948815228,USD,Increase
05-09-2020,160.5249176,170.4395142,151.2559662,162.099823,1393263732,USD,Increase
06-09-2020,162.099823,167.3543854,159.4251251,163.5022125,1299598990,USD,Increase
07-09-2020,163.4381104,175.9868317,161.0861969,174.1546021,1705638023,USD,Increase
08-09-2020,174.1999969,178.8978119,166.3921204,170.5654755,1554219114,USD,Decrease
09-09-2020,170.6287384,173.0980988,166.7008514,169.5764313,1013549692,USD,Decrease
10-09-2020,169.5543976,172.9145508,164.983902,166.7016754,1122149508,USD,Decrease
22-09-2020,146.2693787,158.9831085,143.5272217,155.7811737,572282377,USD,Increase
23-09-2020,155.7350311,156.7814178,148.0883026,150.5228577,549423462,USD,Decrease
24-09-2020,150.5641327,158.4245453,149.8121948,156.8352509,564105499,USD,Increase
25-09-2020,156.8662262,157.3858032,152.672287,155.9112701,481176007,USD,Decrease
26-09-2020,156.0157318,166.6456757,154.9011993,163.7820129,593194753,USD,Increase
27-09-2020,163.7559052,173.9134064,160.9404144,170.0136719,750534844,USD,Increase
28-09-2020,170.0136719,176.5275116,168.6903076,168.8414917,778556077,USD,Decrease
29-09-2020,168.552475,172.4700317,167.9080353,172.3110962,575098749,USD,Increase
30-09-2020,171.8246307,179.3464203,170.4670715,171.7402344,719803438,USD,Decrease
01-10-2020,171.7402344,177.4115906,165.1099396,170.3194733,704986033,USD,Decrease
05-10-2020,162.6781311,164.8636932,161.4465637,163.3002014,533665993,USD,Increase
06-10-2020,163.3044739,165.6929932,158.0358887,159.4788208,771978208,USD,Decrease
07-10-2020,159.485611,166.6359863,157.6762238,163.3621368,544003508,USD,Increase
08-10-2020,163.4355774,168.1225128,160.7792816,165.5146484,706896989,USD,Increase
10-10-2020,168.3621216,174.5644836,168.3397369,171.118103,693050813,USD,Increase
11-10-2020,170.905426,174.2542419,170.1838074,172.0307312,621020043,USD,Increase
14-10-2020,170.8448944,172.5371094,166.2829437,168.686615,839167706,USD,Decrease
15-10-2020,168.5437164,172.1634216,167.0547485,169.4484863,752059970,USD,Increase
16-10-2020,169.5749359,170.2715912,157.5396271,160.6729889,847576982,USD,Decrease
17-10-2020,160.7557526,160.8690033,157.7110901,159.3944244,593885787,USD,Decrease
18-10-2020,159.4725342,160.6060944,158.7160034,160.3728485,444378907,USD,Increase
19-10-2020,160.5171051,161.1163177,158.6989594,159.9801636,610553488,USD,Decrease
20-10-2020,159.9618835,160.5817108,155.7214508,157.5920868,1052715584,USD,Decrease
21-10-2020,157.9062042,167.4133606,157.7995911,164.8001251,940959601,USD,Increase
22-10-2020,164.6715546,171.5428619,164.6101837,168.7792358,781622694,USD,Increase
23-10-2020,168.8699341,170.0007629,162.9416046,166.2621918,1163918860,USD,Decrease
24-10-2020,166.2622223,175.4971771,166.2622223,175.4957123,1343642415,USD,Increase
25-10-2020,175.4957123,184.5400848,170.3595734,180.9338837,1212885827,USD,Increase
26-10-2020,180.9338837,184.5305176,169.3730927,173.8072205,1279905127,USD,Decrease
27-10-2020,173.8072052,178.0123444,172.1213837,174.8909302,999345472,USD,Increase
28-10-2020,174.8910828,176.5815735,167.0954285,169.8619843,1111576050,USD,Decrease
29-10-2020,169.8622894,170.6527557,164.5089874,166.7854767,899916192,USD,Decrease
30-10-2020,166.786026,168.4651947,159.9854889,163.5138397,941971368,USD,Decrease
31-10-2020,163.5138397,167.6149292,161.7440491,164.8695374,929986117,USD,Increase
01-11-2020,164.8695374,166.2387543,162.6615753,164.6368408,590083841,USD,Decrease
02-11-2020,164.6355286,166.6618652,157.2023926,158.671875,754759967,USD,Decrease
03-11-2020,158.6710663,158.6710663,146.683075,153.783493,826433367,USD,Decrease
04-11-2020,153.7825623,153.7825623,146.930481,152.160141,965812021,USD,Decrease
05-11-2020,152.1695099,162.4405975,152.0378876,159.7518768,741458841,USD,Increase
06-11-2020,159.7499084,168.8404083,158.4445038,167.639801,724540086,USD,Increase
07-11-2020,167.639801,172.6559143,158.7205048,162.2105103,734498980,USD,Decrease
08-11-2020,162.2105103,167.8262787,160.5470123,166.8770294,682235661,USD,Increase
09-11-2020,166.8776245,167.0999451,157.0036774,160.1226501,684039443,USD,Decrease
10-11-2020,160.1265717,161.735611,155.3595734,157.1943817,623807612,USD,Decrease
11-11-2020,157.1941223,162.0335236,156.8948822,159.1252441,827156705,USD,Increase
12-11-2020,159.1244659,160.956131,156.0260315,158.1655884,724782218,USD,Decrease
13-11-2020,158.165451,161.8287354,156.3948212,161.146225,753589540,USD,Increase
14-11-2020,161.146225,161.462738,155.4875336,157.7352142,755680913,USD,Decrease
15-11-2020,157.7352142,158.2281036,152.9109497,154.4309235,427809861,USD,Decrease
16-11-2020,154.4309235,160.6302185,153.400528,158.0951385,1273868444,USD,Increase
17-11-2020,159.845871,169.8878326,159.0723572,166.8501129,641073792,USD,Increase
18-11-2020,166.8495789,170.7610321,159.0176392,162.152771,603602085,USD,Decrease
19-11-2020,162.1523743,166.1419067,158.0547333,161.5948639,466428689,USD,Decrease
20-11-2020,161.5915375,168.0790863,161.2862396,165.999115,474041829,USD,Increase
21-11-2020,165.999115,196.3659058,165.999115,193.6735687,1241312266,USD,Increase
22-11-2020,193.6735687,196.0410461,173.6674652,177.8670654,1097906401,USD,Decrease
23-11-2020,177.8671112,197.2738037,175.1743927,196.9010925,1272012000,USD,Increase
24-11-2020,196.8697968,216.6496887,194.5168457,208.9147339,1977255200,USD,Increase
25-11-2020,208.9064941,211.8520508,188.1051788,191.8394318,1423905156,USD,Decrease
26-11-2020,191.8024139,194.3483124,151.7561798,165.4684906,1483258713,USD,Decrease
27-11-2020,165.5333099,169.1086426,156.6055908,161.8022003,753053484,USD,Decrease
28-11-2020,161.8190765,171.473938,159.7102051,166.7303925,537586592,USD,Increase
29-11-2020,166.7478485,170.1844482,163.8404236,168.1978607,475164140,USD,Increase
30-11-2020,168.1891632,184.1753845,168.1891632,182.5581665,756538626,USD,Increase
01-12-2020,182.5871582,184.1801147,168.7273102,169.3662567,772317898,USD,Decrease
02-12-2020,169.3780212,172.3475952,165.8831177,171.0374603,516900110,USD,Increase
03-12-2020,171.0824585,173.9979248,168.0579224,170.828949,435721247,USD,Decrease
04-12-2020,170.8379669,195.8948822,168.5824127,177.5480804,1304860803,USD,Increase
05-12-2020,177.5796509,184.6573639,173.8294983,181.9665985,792710254,USD,Increase
06-12-2020,181.9756317,183.0022736,174.2760468,178.5522919,490738173,USD,Decrease
07-12-2020,178.5470734,187.3437347,176.1228485,179.6957397,646595813,USD,Increase
08-12-2020,179.7055969,181.2996674,170.2090149,173.3684082,569515279,USD,Decrease
09-12-2020,173.3485718,173.4673462,161.7398834,170.3222809,532350698,USD,Decrease
10-12-2020,170.335434,170.9572144,164.3911133,166.4097443,397472839,USD,Decrease
